país,data início,data fim,semana,total mortes reportadas,total mortes reportadas por covid,mortes por covid100000hab,mortes por covid 100000hab acumulado,estimativa do total de mortes,excesso de mortes,excesso de mortes por 100000hab,excesso de mortes por 100000hab acumulado
Chile,2021-08-02,2021-08-08,31,2639,488,"2,540031257","187,4626347",2344,295,"1,535469715","222,9215752"
Chile,2021-08-09,2021-08-15,32,2625,364,"1,894613479","189,3572482","2277,75","347,25","1,807430029","224,7290052"
Chile,2021-08-16,2021-08-22,33,2608,270,"1,405345163","190,7625934",2245,363,"1,889408496","226,6184137"
Chile,2021-08-23,2021-08-29,34,2357,235,"1,22317079","191,9857642",2223,134,"0,6974675992","227,3158813"
Chile,2021-08-30,2021-09-05,35,2332,205,"1,067021327","193,0527855",2155,177,"0,9212818289","228,2371631"
Chile,2021-09-06,2021-09-12,36,2394,142,"0,7391074559","193,7918929","2213,25","180,75","0,9408005117","229,1779636"
Chile,2021-09-13,2021-09-19,37,2383,127,"0,6610327247","194,4529257","2154,25","228,75","1,190639652","230,3686033"
Chile,2021-09-20,2021-09-26,38,2354,81,"0,4216035488","194,8745292","2213,75","140,25","0,7299987373","231,098602"
Chile,2021-09-27,2021-10-03,39,2244,54,"0,2810690325","195,1555983","2122,5","121,5","0,6324053232","231,7310074"
Chile,2021-10-04,2021-10-10,40,2316,70,"0,3643487459","195,519947","2069,25","246,75","1,284329329","233,0153367"
Chile,2021-10-11,2021-10-17,41,2325,45,"0,2342241938","195,7541712","2005,5","319,5","1,662991776","234,6783285"
Chile,2021-10-18,2021-10-24,42,2112,60,"0,312298925","196,0664701","1981,25","130,75","0,6805514075","235,3588799"
Colombia,2020-03-16,2020-03-22,12,4499,2,"0,003901233182","0,003901233182","4296,8","202,2","0,3944146747","0,3944146747"
Colombia,2020-03-23,2020-03-29,13,4337,8,"0,01560493273","0,01950616591","4316,4","20,6","0,04018270177","0,4345973764"
Colombia,2020-03-30,2020-04-05,14,4190,25,"0,04876541477","0,06827158068",4278,-88,"-0,17165426","0,2629431165"
Colombia,2020-04-06,2020-04-12,15,4255,74,"0,1443456277","0,2126172084",4255,0,0,"0,2629431165"
Colombia,2020-04-13,2020-04-19,16,4355,70,"0,1365431614","0,3491603698","4262,8","92,2","0,1798468497","0,4427899661"
Colombia,2020-04-20,2020-04-26,17,4328,65,"0,1267900784","0,4759504482",4263,65,"0,1267900784","0,5695800445"
Colombia,2020-04-27,2020-05-03,18,4263,96,"0,1872591927","0,6632096409","4331,2","-68,2","-0,1330320515","0,436547993"
Colombia,2020-05-04,2020-05-10,19,4469,123,"0,2399258407","0,9031354816","4368,2","100,8","0,1966221524","0,6331701454"
Colombia,2020-05-11,2020-05-17,20,4579,111,"0,2165184416","1,119653923","4518,8","60,2","0,1174271188","0,7505972642"
Colombia,2020-05-18,2020-05-24,21,4701,153,"0,2984443384","1,418098262","4478,2","222,8","0,4345973764","1,185194641"
Colombia,2020-05-25,2020-05-31,22,4738,212,"0,4135307173","1,831628979",4485,253,"0,4935059975","1,678700638"
Colombia,2020-06-01,2020-06-07,23,5153,320,"0,6241973091","2,455826288","4542,6","610,4","1,190656367","2,869357005"
Colombia,2020-06-08,2020-06-14,24,5338,408,"0,7958515691","3,251677857","4514,8","823,2","1,605747578","4,475104583"
Colombia,2020-06-15,2020-06-21,25,5778,570,"1,111851457","4,363529314","4554,6","1223,4","2,386384337","6,86148892"
Colombia,2020-06-22,2020-06-28,26,6128,941,"1,835530212","6,199059526",4592,1536,"2,996147084","9,857636004"
Colombia,2020-06-29,2020-07-05,27,6233,886,"1,7282463","7,927305825",4567,1666,"3,24972724","13,10736324"
Colombia,2020-07-06,2020-07-12,28,6739,1243,"2,424616422","10,35192225","4543,6","2195,4","4,282383664","17,38974691"
Colombia,2020-07-13,2020-07-19,29,7313,1429,"2,787431108","13,13935336","4444,8","2868,2","5,594758506","22,98450541"
Colombia,2020-07-20,2020-07-26,30,7702,1789,"3,489653081","16,62900644","4322,2","3379,8","6,592693954","29,57719937"
Colombia,2020-07-27,2020-08-02,31,8070,2125,"4,145060256","20,77406669","4363,8","3706,2","7,229375209","36,80657458"
Colombia,2020-08-03,2020-08-09,32,7888,2192,"4,275751567","25,04981826","4442,8","3445,2","6,720264279","43,52683886"
Colombia,2020-08-10,2020-08-16,33,7648,2255,"4,398640412","29,44845867","4399,2","3248,8","6,33716318","49,86400204"
Colombia,2020-08-17,2020-08-23,34,7152,2219,"4,328418215","33,77687689",4336,2816,"5,49293632","55,35693836"
Colombia,2020-08-24,2020-08-30,35,6798,2047,"3,992912162","37,76978905","4352,6","2445,4","4,770037811","60,12697617"
Colombia,2020-08-31,2020-09-06,36,6570,2049,"3,996813395","41,76660244","4348,4","2221,6","4,333489818","64,46046599"
Colombia,2020-09-07,2020-09-13,37,6383,1512,"2,949332285","44,71593473","4310,6","2072,4","4,042457823","68,50292381"
Colombia,2020-09-14,2020-09-20,38,6240,1284,"2,504591703","47,22052643","4372,2","1867,8","3,643361668","72,14628548"
Colombia,2020-09-21,2020-09-27,39,6161,1280,"2,496789236","49,71731567","4257,6","1903,4","3,712803619","75,8590891"
Colombia,2020-09-28,2020-10-04,40,6019,1224,"2,387554707","52,10487038","4307,2","1711,8","3,33906548","79,19815458"
Colombia,2020-10-05,2020-10-11,41,6173,1122,"2,188591815","54,29346219",4335,1838,"3,585233294","82,78338787"
Colombia,2020-10-12,2020-10-18,42,6190,1136,"2,215900447","56,50936264","4321,4","1868,6","3,644922162","86,42831003"
Colombia,2020-10-19,2020-10-25,43,6303,1184,"2,309530044","58,81889268","4239,4","2063,6","4,025292397","90,45360243"
Colombia,2020-10-26,2020-11-01,44,6080,1361,"2,65478918","61,47368186","4357,2","1722,8","3,360522263","93,81412469"
Colombia,2020-11-02,2020-11-08,45,6252,1276,"2,48898677","63,96266863","4379,8","1872,2","3,651944381","97,46606907"
Colombia,2020-11-09,2020-11-15,46,6119,1240,"2,418764573","66,3814332","4391,4","1727,6","3,369885222","100,8359543"
Colombia,2020-11-16,2020-11-22,47,6242,1256,"2,449974438","68,83140764",4422,1820,"3,550122195","104,3860765"
Colombia,2020-11-23,2020-11-29,48,6266,1297,"2,529949718","71,36135736","4471,6","1794,4","3,500186411","107,8862629"
Colombia,2020-11-30,2020-12-06,49,6206,1224,"2,387554707","73,74891207","4591,4","1614,6","3,149465548","111,0357284"
Colombia,2020-12-07,2020-12-13,50,6640,1245,"2,428517656","76,17742972","4597,2","2042,8","3,984719572","115,020448"
Colombia,2020-12-14,2020-12-20,51,6687,1422,"2,773776792","78,95120652","4619,6","2067,4","4,03270474","119,0531528"
Colombia,2020-12-21,2020-12-27,52,7203,1696,"3,308245738","82,25945225","4794,2","2408,8","4,698645244","123,751798"
Colombia,2020-12-28,2021-01-03,53,7814,1794,"3,499406164","85,75885842",4609,3205,"6,251726174","130,0035242"
Colombia,2021-01-04,2021-01-10,1,7964,2149,"4,191875054","89,95073347","4853,333333","3110,666667","6,067718009","136,0712422"
Colombia,2021-01-11,2021-01-17,2,8440,2517,"4,909701959","94,86043543","4660,666667","3779,333333","7,372030302","143,4432725"
Colombia,2021-01-18,2021-01-24,3,8479,2743,"5,350541309","100,2109767","4653,166667","3825,833333","7,462733974","150,9060065"
Colombia,2021-01-25,2021-01-31,4,7676,2609,"5,089158686","105,3001354","4519,5","3156,5","6,157121269","157,0631277"
Colombia,2021-02-01,2021-02-07,5,7029,2010,"3,920739348","109,2208748","4406,333333","2622,666667","5,115817112","162,1789448"
Colombia,2021-02-08,2021-02-14,6,6341,1612,"3,144393944","112,3652687","4375,166667","1965,833333","3,834587115","166,013532"
Colombia,2021-02-15,2021-02-21,7,5915,1229,"2,39730779","114,7625765","4324,5","1590,5","3,102455688","169,1159876"
Colombia,2021-02-22,2021-02-28,8,5564,932,"1,817974663","116,5805512","4307,333333","1256,666667","2,451274849","171,5672625"
Colombia,2021-03-01,2021-03-07,9,5562,737,"1,437604427","118,0181556",4312,1250,"2,438270739","174,0055332"
Colombia,2021-03-08,2021-03-14,10,5315,640,"1,248394618","119,2665502","4341,666667","973,3333333","1,898600148","175,9041334"
Colombia,2021-03-15,2021-03-21,11,5569,885,"1,726295683","120,9928459",4366,1203,"2,346591759","178,2507251"
Colombia,2021-03-22,2021-03-28,12,5958,927,"1,80822158","122,8010675","4296,8","1661,2","3,240364281","181,4910894"
Colombia,2021-03-29,2021-04-04,13,6473,1139,"2,221752297","125,0228198","4316,4","2156,6","4,20669974","185,6977892"
Colombia,2021-04-05,2021-04-11,14,7210,1795,"3,501356781","128,5241766",4278,2932,"5,719207844","191,416997"
Colombia,2021-04-12,2021-04-18,15,8440,2439,"4,757553865","133,2817304",4255,4185,"8,163330433","199,5803274"
Colombia,2021-04-19,2021-04-25,16,8775,3023,"5,896713954","139,1784444","4262,8","4512,2","8,801572181","208,3818996"
Colombia,2021-04-26,2021-05-02,17,8789,3126,"6,097627463","145,2760718",4263,4526,"8,82849069","217,2103903"
Colombia,2021-05-03,2021-05-09,18,8882,3377,"6,587232227","151,8633041","4331,2","4550,8","8,876865982","226,0872563"
Colombia,2021-05-10,2021-05-16,19,8988,3446,"6,721824772","158,5851288","4368,2","4619,8","9,011458527","235,0987148"
Colombia,2021-05-17,2021-05-23,20,9058,3424,"6,678911207","165,26404","4518,8","4539,2","8,854238829","243,9529537"
Colombia,2021-05-24,2021-05-30,21,9296,3558,"6,94029383","172,2043339","4478,2","4817,8","9,397680612","253,3506343"
Colombia,2021-05-31,2021-06-06,22,9767,3679,"7,176318438","179,3806523",4485,5282,"10,30315683","263,6537911"
Colombia,2021-06-07,2021-06-13,23,10081,3817,"7,445503527","186,8261558","4542,6","5538,4","10,80329493","274,457086"
Colombia,2021-06-14,2021-06-20,24,10451,4156,"8,106762552","194,9329184","4514,8","5936,2","11,57925021","286,0363362"
Colombia,2021-06-21,2021-06-27,25,10456,4744,"9,253725107","204,1866435","4554,6","5901,4","11,51136875","297,547705"
Colombia,2021-06-28,2021-07-04,26,10240,4218,"8,22770078","212,4143443",4592,5648,"11,01708251","308,5647875"
Colombia,2021-07-05,2021-07-11,27,9485,3930,"7,665923202","220,0802675",4567,4918,"9,593132394","318,1579199"
Brazil,2020-03-01,2020-03-31,3,120185,201,"0,0939281125","0,0939281125","108378,6","11806,4","5,517178445","5,517178445"
Brazil,2020-04-01,2020-04-30,4,125923,5805,"2,712699965","2,806628078","108504,6","17418,4","8,13968873","13,65686717"
Brazil,2020-05-01,2020-05-31,5,156908,23308,"10,89192262","13,6985507","115587,2","41320,8","19,30937687","32,96624404"
Brazil,2020-06-01,2020-06-30,6,142885,30280,"14,1499664","27,8485171","115331,6","27553,4","12,8758152","45,84205924"
Brazil,2020-07-01,2020-07-31,7,147571,32881,"15,36542421","43,21394131","119659,2","27911,8","13,04329697","58,88535621"
Brazil,2020-08-01,2020-08-31,8,143383,28906,"13,50789065","56,72183196",113413,29970,"14,00510215","72,89045836"
Brazil,2020-09-01,2020-09-30,9,128972,22571,"10,54751954","67,26935149",106914,22058,"10,30779256","83,19825092"
Brazil,2020-10-01,2020-10-31,10,130493,15932,"7,445088002","74,7144395","108218,4","22274,6","10,40901062","93,60726154"
Brazil,2020-11-01,2020-11-30,11,124326,13236,"6,185236304","80,8996758","102370,2","21955,8","10,26003409","103,8672956"
Brazil,2020-12-01,2020-12-31,12,141190,21829,"10,20077994","91,10045574","108400,4","32789,6","15,32271262","119,1900083"
Brazil,2021-01-01,2021-01-31,1,147526,29555,"13,81117097","104,9116267","108233,1667","39292,83333","18,36169985","137,5517081"
Brazil,2021-02-01,2021-02-28,2,135290,30438,"14,22380044","119,1354271","98276,16667","37013,83333","17,29671394","154,848422"
Brazil,2021-03-01,2021-03-31,3,205125,66573,"31,10983201","150,2452592","108378,6","96746,4","45,2099838","200,0584058"
Brazil,2021-04-01,2021-04-30,4,204893,82266,"38,44323434","188,6884935","108504,6","96388,4","45,04268895","245,1010948"
Brazil,2021-05-01,2021-05-31,5,178877,59010,"27,57561153","216,264105","115587,2","63289,8","29,57557937","274,6766742"
Brazil,2021-06-01,2021-06-30,6,178844,55275,"25,83023094","242,094336","115331,6","63512,4","29,67960125","304,3562754"
Brazil,2021-07-01,2021-07-31,7,162439,38304,"17,89961404","259,99395","119659,2","42779,8","19,99117347","324,3474489"
Brazil,2021-08-01,2021-08-31,8,149206,24043,"11,23539109","271,2293411",113413,35793,"16,72621359","341,0736625"
Brazil,2021-09-01,2021-09-30,9,129743,16336,"7,633878835","278,8632199",106914,22829,"10,66808398","351,7417465"
