país,data início,data fim,dias,semana,total mortes reportadas,total mortes reportadas por covid,populacao,mortes_covid_100000hab,total mortes reportadas 100000hab
Chile,2020-04-27,2020-05-03,7,18,2083,71,19212362,"0,369553728","10,84197768"
Chile,2020-05-04,2020-05-10,7,19,2342,52,19212362,"0,2706590684","12,19006804"
Chile,2020-05-11,2020-05-17,7,20,2438,138,19212362,"0,7182875276","12,68974632"
Chile,2020-05-18,2020-05-24,7,21,2933,268,19212362,"1,394935198","15,26621245"
Chile,2020-05-25,2020-05-31,7,22,3394,336,19212362,"1,74887398","17,66570919"
Chile,2020-06-01,2020-06-07,7,23,3899,583,19212362,"3,034504555","20,29422515"
Chile,2020-06-08,2020-06-14,7,24,3983,1686,19212362,"8,775599794","20,73144364"
Chile,2020-06-15,2020-06-21,7,25,3732,1156,19212362,"6,016959289","19,42499314"
Chile,2020-06-22,2020-06-28,7,26,3519,1030,19212362,"5,361131546","18,31633195"
Chile,2020-06-29,2020-07-05,7,27,3070,799,19212362,"4,158780685","15,979295"
Chile,2020-07-06,2020-07-12,7,28,2967,671,19212362,"3,492542978","15,44318184"
Chile,2020-07-13,2020-07-19,7,29,2814,1524,19212362,"7,932392696","14,64681958"
Chile,2020-07-20,2020-07-26,7,30,2698,609,19212362,"3,169834089","14,04304166"
Chile,2020-07-27,2020-08-02,7,31,2653,496,19212362,"2,581671114","13,80881747"
Chile,2020-08-03,2020-08-09,7,32,2516,469,19212362,"2,441136597","13,09573492"
Chile,2020-08-10,2020-08-16,7,33,2431,375,19212362,"1,951868281","12,65331145"
Chile,2020-08-17,2020-08-23,7,34,2596,400,19212362,"2,081992834","13,51213349"
Chile,2020-08-24,2020-08-30,7,35,2479,392,19212362,"2,040352977","12,90315059"
Chile,2020-08-31,2020-09-06,7,36,2395,348,19212362,"1,811333765","12,46593209"
Chile,2020-09-07,2020-09-13,7,37,2405,357,19212362,"1,858178604","12,51798191"
Chile,2020-09-14,2020-09-20,7,38,2401,337,19212362,"1,754078962","12,49716198"
Chile,2020-09-21,2020-09-27,7,39,2364,355,19212362,"1,84776864","12,30457765"
Chile,2020-09-28,2020-10-04,7,40,2340,338,19212362,"1,759283944","12,17965808"
Chile,2020-10-05,2020-10-11,7,41,2396,339,19212362,"1,764488926","12,47113707"
Chile,2020-10-12,2020-10-18,7,42,2307,317,19212362,"1,649979321","12,00789367"
Chile,2020-10-19,2020-10-25,7,43,2304,309,19212362,"1,608339464","11,99227872"
Chile,2020-10-26,2020-11-01,7,44,2268,303,19212362,"1,577109571","11,80489937"
Chile,2020-11-02,2020-11-08,7,45,2239,296,19212362,"1,540674697","11,65395489"
Chile,2020-11-09,2020-11-15,7,46,2121,276,19212362,"1,436575055","11,039767"
Chile,2020-11-16,2020-11-22,7,47,2184,250,19212362,"1,301245521","11,36768087"
Chile,2020-11-23,2020-11-29,7,48,2203,287,19212362,"1,493829858","11,46657553"
Chile,2020-11-30,2020-12-06,7,49,2174,272,19212362,"1,415755127","11,31563105"
Chile,2020-12-07,2020-12-13,7,50,2187,258,19212362,"1,342885378","11,38329582"
Chile,2020-12-14,2020-12-20,7,51,2155,268,19212362,"1,394935198","11,21673639"
Chile,2020-12-21,2020-12-27,7,52,2291,289,19212362,"1,504239822","11,92461395"
Chile,2020-12-28,2021-01-03,7,53,2236,324,19212362,"1,686414195","11,63833994"
Chile,2021-01-04,2021-01-10,7,1,2445,329,19212362,"1,712439106","12,7261812"
Chile,2021-01-11,2021-01-17,7,2,2438,381,19212362,"1,983098174","12,68974632"
Chile,2021-01-18,2021-01-24,7,3,2701,456,19212362,"2,37347183","14,05865661"
Chile,2021-01-25,2021-01-31,7,4,2557,519,19212362,"2,701385702","13,30913919"
Chile,2021-02-01,2021-02-07,7,5,2633,522,19212362,"2,717000648","13,70471783"
Chile,2021-02-08,2021-02-14,7,6,2506,567,19212362,"2,951224842","13,0436851"
Chile,2021-02-15,2021-02-21,7,7,2502,501,19212362,"2,607696024","13,02286517"
Chile,2021-02-22,2021-02-28,7,8,2606,530,19212362,"2,758640504","13,56418331"
Chile,2021-03-01,2021-03-07,7,9,2661,505,19212362,"2,628515952","13,85045733"
Chile,2021-03-08,2021-03-14,7,10,2656,597,19212362,"3,107374304","13,82443241"
Chile,2021-03-15,2021-03-21,7,11,2550,605,19212362,"3,149014161","13,27270431"
Chile,2021-03-22,2021-03-28,7,12,2741,475,19212362,"2,47236649","14,26685589"
Chile,2021-03-29,2021-04-04,7,13,2833,890,19212362,"4,632434055","14,74571424"
Chile,2021-04-05,2021-04-11,7,14,2849,702,19212362,"3,653897423","14,82899396"
Chile,2021-04-12,2021-04-18,7,15,2897,831,19212362,"4,325340112","15,0788331"
Chile,2021-04-19,2021-04-25,7,16,2664,679,19212362,"3,534182835","13,86607227"
Chile,2021-04-26,2021-05-02,7,17,2786,705,19212362,"3,669512369","14,50108009"
Chile,2021-05-03,2021-05-09,7,18,2731,657,19212362,"3,419673229","14,21480607"
Chile,2021-05-10,2021-05-16,7,19,2766,614,19212362,"3,195859","14,39698044"
Chile,2021-05-17,2021-05-23,7,20,2936,686,19212362,"3,57061771","15,2818274"
Chile,2021-05-24,2021-05-30,7,21,3081,650,19212362,"3,383238355","16,0365498"
Chile,2021-05-31,2021-06-06,7,22,3014,769,19212362,"4,002631223","15,687816"
Chile,2021-06-07,2021-06-13,7,23,3132,770,19212362,"4,007836205","16,30200389"
Chile,2021-06-14,2021-06-20,7,24,3180,806,19212362,"4,19521556","16,55184303"
Chile,2021-06-21,2021-06-27,7,25,3194,785,19212362,"4,085910936","16,62471278"
Chile,2021-06-28,2021-07-04,7,26,3326,805,19212362,"4,190010578","17,31177041"
Chile,2021-07-05,2021-07-11,7,27,3119,774,19212362,"4,028656133","16,23433912"
Chile,2021-07-12,2021-07-18,7,28,3042,637,19212362,"3,315573587","15,8335555"
Chile,2021-07-19,2021-07-25,7,29,2866,512,19212362,"2,664950827","14,91747865"
Chile,2021-07-26,2021-08-01,7,30,2745,502,19212362,"2,612901006","14,28767582"
Chile,2021-08-02,2021-08-08,7,31,2639,488,19212362,"2,540031257","13,73594772"
Chile,2021-08-09,2021-08-15,7,32,2625,364,19212362,"1,894613479","13,66307797"
Chile,2021-08-16,2021-08-22,7,33,2608,270,19212362,"1,405345163","13,57459327"
Chile,2021-08-23,2021-08-29,7,34,2357,235,19212362,"1,22317079","12,26814277"
Chile,2021-08-30,2021-09-05,7,35,2332,205,19212362,"1,067021327","12,13801822"
Chile,2021-09-06,2021-09-12,7,36,2394,142,19212362,"0,7391074559","12,46072711"
Chile,2021-09-13,2021-09-19,7,37,2383,127,19212362,"0,6610327247","12,40347231"
Chile,2021-09-20,2021-09-26,7,38,2354,81,19212362,"0,4216035488","12,25252783"
Chile,2021-09-27,2021-10-03,7,39,2244,54,19212362,"0,2810690325","11,6799798"
Chile,2021-10-04,2021-10-10,7,40,2316,70,19212362,"0,3643487459","12,05473851"
Chile,2021-10-11,2021-10-17,7,41,2325,45,19212362,"0,2342241938","12,10158335"
Chile,2021-10-18,2021-10-24,7,42,2112,60,51265841,"0,1170369955","4,11970224"
Colombia,2014-12-29,2015-01-04,7,1,4746,0,51265841,0,"9,25762634"
Colombia,2015-01-05,2015-01-11,7,2,4588,0,51265841,0,"8,949428919"
Colombia,2015-01-12,2015-01-18,7,3,4525,0,51265841,0,"8,826540074"
Colombia,2015-01-19,2015-01-25,7,4,4280,0,51265841,0,"8,348639009"
Colombia,2015-01-26,2015-02-01,7,5,4185,0,51265841,0,"8,163330433"
Colombia,2015-02-02,2015-02-08,7,6,4090,0,51265841,0,"7,978021857"
Colombia,2015-02-09,2015-02-15,7,7,4070,0,51265841,0,"7,939009525"
Colombia,2015-02-16,2015-02-22,7,8,4104,0,51265841,0,"8,005330489"
Colombia,2015-02-23,2015-03-01,7,9,4137,0,51265841,0,"8,069700836"
Colombia,2015-03-02,2015-03-08,7,10,4109,0,51265841,0,"8,015083572"
Colombia,2015-03-09,2015-03-15,7,11,4265,0,51265841,0,"8,31937976"
Colombia,2015-03-16,2015-03-22,7,12,4071,0,51265841,0,"7,940960141"
Colombia,2015-03-23,2015-03-29,7,13,4192,0,51265841,0,"8,176984749"
Colombia,2015-03-30,2015-04-05,7,14,4067,0,51265841,0,"7,933157675"
Colombia,2015-04-06,2015-04-12,7,15,4059,0,51265841,0,"7,917552742"
Colombia,2015-04-13,2015-04-19,7,16,4063,0,51265841,0,"7,925355209"
Colombia,2015-04-20,2015-04-26,7,17,4042,0,51265841,0,"7,88439226"
Colombia,2015-04-27,2015-05-03,7,18,4186,0,51265841,0,"8,165281049"
Colombia,2015-05-04,2015-05-10,7,19,4241,0,51265841,0,"8,272564962"
Colombia,2015-05-11,2015-05-17,7,20,4277,0,51265841,0,"8,342787159"
Colombia,2015-05-18,2015-05-24,7,21,4165,0,51265841,0,"8,124318101"
Colombia,2015-05-25,2015-05-31,7,22,4024,0,51265841,0,"7,849281162"
Colombia,2015-06-01,2015-06-07,7,23,4102,0,51265841,0,"8,001429256"
Colombia,2015-06-08,2015-06-14,7,24,4142,0,51265841,0,"8,079453919"
Colombia,2015-06-15,2015-06-21,7,25,4284,0,51265841,0,"8,356441475"
Colombia,2015-06-22,2015-06-28,7,26,4343,0,51265841,0,"8,471527854"
Colombia,2015-06-29,2015-07-05,7,27,4369,0,51265841,0,"8,522243886"
Colombia,2015-07-06,2015-07-12,7,28,4334,0,51265841,0,"8,453972305"
Colombia,2015-07-13,2015-07-19,7,29,4139,0,51265841,0,"8,07360207"
Colombia,2015-07-20,2015-07-26,7,30,3970,0,51265841,0,"7,743947866"
Colombia,2015-07-27,2015-08-02,7,31,4069,0,51265841,0,"7,937058908"
Colombia,2015-08-03,2015-08-09,7,32,4296,0,51265841,0,"8,379848874"
Colombia,2015-08-10,2015-08-16,7,33,4101,0,51265841,0,"7,999478639"
Colombia,2015-08-17,2015-08-23,7,34,4000,0,51265841,0,"7,802466364"
Colombia,2015-08-24,2015-08-30,7,35,4083,0,51265841,0,"7,964367541"
Colombia,2015-08-31,2015-09-06,7,36,4233,0,51265841,0,"8,256960029"
Colombia,2015-09-07,2015-09-13,7,37,4135,0,51265841,0,"8,065799603"
Colombia,2015-09-14,2015-09-20,7,38,4203,0,51265841,0,"8,198441531"
Colombia,2015-09-21,2015-09-27,7,39,4217,0,51265841,0,"8,225750164"
Colombia,2015-09-28,2015-10-04,7,40,4232,0,51265841,0,"8,255009413"
Colombia,2015-10-05,2015-10-11,7,41,4162,0,51265841,0,"8,118466251"
Colombia,2015-10-12,2015-10-18,7,42,4045,0,51265841,0,"7,89024411"
Colombia,2015-10-19,2015-10-25,7,43,4027,0,51265841,0,"7,855133011"
Colombia,2015-10-26,2015-11-01,7,44,4238,0,51265841,0,"8,266713112"
Colombia,2015-11-02,2015-11-08,7,45,4174,0,51265841,0,"8,14187365"
Colombia,2015-11-09,2015-11-15,7,46,4363,0,51265841,0,"8,510540186"
Colombia,2015-11-16,2015-11-22,7,47,4303,0,51265841,0,"8,393503191"
Colombia,2015-11-23,2015-11-29,7,48,4289,0,51265841,0,"8,366194558"
Colombia,2015-11-30,2015-12-06,7,49,4368,0,51265841,0,"8,520293269"
Colombia,2015-12-07,2015-12-13,7,50,4324,0,51265841,0,"8,434466139"
Colombia,2015-12-14,2015-12-20,7,51,4301,0,51265841,0,"8,389601957"
Colombia,2015-12-21,2015-12-27,7,52,4553,0,51265841,0,"8,881157338"
Colombia,2015-12-28,2016-01-03,7,53,4609,0,51265841,0,"8,990391867"
Colombia,2016-01-04,2016-01-10,7,1,4474,0,51265841,0,"8,727058628"
Colombia,2016-01-11,2016-01-17,7,2,4435,0,51265841,0,"8,650984581"
Colombia,2016-01-18,2016-01-24,7,3,4389,0,51265841,0,"8,561256217"
Colombia,2016-01-25,2016-01-31,7,4,4253,0,51265841,0,"8,295972361"
Colombia,2016-02-01,2016-02-07,7,5,4183,0,51265841,0,"8,1594292"
Colombia,2016-02-08,2016-02-14,7,6,4113,0,51265841,0,"8,022886038"
Colombia,2016-02-15,2016-02-21,7,7,4131,0,51265841,0,"8,057997137"
Colombia,2016-02-22,2016-02-28,7,8,4100,0,51265841,0,"7,997528023"
Colombia,2016-02-29,2016-03-06,7,9,4190,0,51265841,0,"8,173083516"
Colombia,2016-03-07,2016-03-13,7,10,4218,0,51265841,0,"8,22770078"
Colombia,2016-03-14,2016-03-20,7,11,4228,0,51265841,0,"8,247206946"
Colombia,2016-03-21,2016-03-27,7,12,4275,0,51265841,0,"8,338885926"
Colombia,2016-03-28,2016-04-03,7,13,4092,0,51265841,0,"7,98192309"
Colombia,2016-04-04,2016-04-10,7,14,4112,0,51265841,0,"8,020935422"
Colombia,2016-04-11,2016-04-17,7,15,4153,0,51265841,0,"8,100910702"
Colombia,2016-04-18,2016-04-24,7,16,4211,0,51265841,0,"8,214046464"
Colombia,2016-04-25,2016-05-01,7,17,4110,0,51265841,0,"8,017034189"
Colombia,2016-05-02,2016-05-08,7,18,4175,0,51265841,0,"8,143824267"
Colombia,2016-05-09,2016-05-15,7,19,4320,0,51265841,0,"8,426663673"
Colombia,2016-05-16,2016-05-22,7,20,4632,0,51265841,0,"9,035256049"
Colombia,2016-05-23,2016-05-29,7,21,4532,0,51265841,0,"8,84019439"
Colombia,2016-05-30,2016-06-05,7,22,4582,0,51265841,0,"8,937725219"
Colombia,2016-06-06,2016-06-12,7,23,4561,0,51265841,0,"8,896762271"
Colombia,2016-06-13,2016-06-19,7,24,4537,0,51265841,0,"8,849947473"
Colombia,2016-06-20,2016-06-26,7,25,4503,0,51265841,0,"8,783626509"
Colombia,2016-06-27,2016-07-03,7,26,4530,0,51265841,0,"8,836293157"
Colombia,2016-07-04,2016-07-10,7,27,4349,0,51265841,0,"8,483231554"
Colombia,2016-07-11,2016-07-17,7,28,4315,0,51265841,0,"8,41691059"
Colombia,2016-07-18,2016-07-24,7,29,4088,0,51265841,0,"7,974120624"
Colombia,2016-07-25,2016-07-31,7,30,4188,0,51265841,0,"8,169182283"
Colombia,2016-08-01,2016-08-07,7,31,4175,0,51265841,0,"8,143824267"
Colombia,2016-08-08,2016-08-14,7,32,4291,0,51265841,0,"8,370095791"
Colombia,2016-08-15,2016-08-21,7,33,4176,0,51265841,0,"8,145774884"
Colombia,2016-08-22,2016-08-28,7,34,4036,0,51265841,0,"7,872688561"
Colombia,2016-08-29,2016-09-04,7,35,4123,0,51265841,0,"8,042392204"
Colombia,2016-09-05,2016-09-11,7,36,4084,0,51265841,0,"7,966318157"
Colombia,2016-09-12,2016-09-18,7,37,4021,0,51265841,0,"7,843429312"
Colombia,2016-09-19,2016-09-25,7,38,4186,0,51265841,0,"8,165281049"
Colombia,2016-09-26,2016-10-02,7,39,4025,0,51265841,0,"7,851231778"
Colombia,2016-10-03,2016-10-09,7,40,4066,0,51265841,0,"7,931207059"
Colombia,2016-10-10,2016-10-16,7,41,4171,0,51265841,0,"8,136021801"
Colombia,2016-10-17,2016-10-23,7,42,4146,0,51265841,0,"8,087256386"
Colombia,2016-10-24,2016-10-30,7,43,4073,0,51265841,0,"7,944861375"
Colombia,2016-10-31,2016-11-06,7,44,4039,0,51265841,0,"7,878540411"
Colombia,2016-11-07,2016-11-13,7,45,4173,0,51265841,0,"8,139923034"
Colombia,2016-11-14,2016-11-20,7,46,4139,0,51265841,0,"8,07360207"
Colombia,2016-11-21,2016-11-27,7,47,4263,0,51265841,0,"8,315478527"
Colombia,2016-11-28,2016-12-04,7,48,4269,0,51265841,0,"8,327182226"
Colombia,2016-12-05,2016-12-11,7,49,4455,0,51265841,0,"8,689996912"
Colombia,2016-12-12,2016-12-18,7,50,4590,0,51265841,0,"8,953330152"
Colombia,2016-12-19,2016-12-25,7,51,4586,0,51265841,0,"8,945527686"
Colombia,2016-12-26,2017-01-01,7,52,4804,0,51265841,0,"9,370762103"
Colombia,2017-01-02,2017-01-08,7,1,4755,0,51265841,0,"9,27518189"
Colombia,2017-01-09,2017-01-15,7,2,4756,0,51265841,0,"9,277132506"
Colombia,2017-01-16,2017-01-22,7,3,4635,0,51265841,0,"9,041107899"
Colombia,2017-01-23,2017-01-29,7,4,4574,0,51265841,0,"8,922120287"
Colombia,2017-01-30,2017-02-05,7,5,4392,0,51265841,0,"8,567108067"
Colombia,2017-02-06,2017-02-12,7,6,4402,0,51265841,0,"8,586614233"
Colombia,2017-02-13,2017-02-19,7,7,4231,0,51265841,0,"8,253058796"
Colombia,2017-02-20,2017-02-26,7,8,4199,0,51265841,0,"8,190639065"
Colombia,2017-02-27,2017-03-05,7,9,4173,0,51265841,0,"8,139923034"
Colombia,2017-03-06,2017-03-12,7,10,4244,0,51265841,0,"8,278416812"
Colombia,2017-03-13,2017-03-19,7,11,4156,0,51265841,0,"8,106762552"
Colombia,2017-03-20,2017-03-26,7,12,4165,0,51265841,0,"8,124318101"
Colombia,2017-03-27,2017-04-02,7,13,4539,0,51265841,0,"8,853848706"
Colombia,2017-04-03,2017-04-09,7,14,4355,0,51265841,0,"8,494935253"
Colombia,2017-04-10,2017-04-16,7,15,4183,0,51265841,0,"8,1594292"
Colombia,2017-04-17,2017-04-23,7,16,4271,0,51265841,0,"8,33108346"
Colombia,2017-04-24,2017-04-30,7,17,4302,0,51265841,0,"8,391552574"
Colombia,2017-05-01,2017-05-07,7,18,4080,0,51265841,0,"7,958515691"
Colombia,2017-05-08,2017-05-14,7,19,4196,0,51265841,0,"8,184787215"
Colombia,2017-05-15,2017-05-21,7,20,4516,0,51265841,0,"8,808984524"
Colombia,2017-05-22,2017-05-28,7,21,4370,0,51265841,0,"8,524194502"
Colombia,2017-05-29,2017-06-04,7,22,4500,0,51265841,0,"8,777774659"
Colombia,2017-06-05,2017-06-11,7,23,4342,0,51265841,0,"8,469577238"
Colombia,2017-06-12,2017-06-18,7,24,4339,0,51265841,0,"8,463725388"
Colombia,2017-06-19,2017-06-25,7,25,4171,0,51265841,0,"8,136021801"
Colombia,2017-06-26,2017-07-02,7,26,4412,0,51265841,0,"8,606120399"
Colombia,2017-07-03,2017-07-09,7,27,4418,0,51265841,0,"8,617824099"
Colombia,2017-07-10,2017-07-16,7,28,4400,0,51265841,0,"8,582713"
Colombia,2017-07-17,2017-07-23,7,29,4339,0,51265841,0,"8,463725388"
Colombia,2017-07-24,2017-07-30,7,30,4263,0,51265841,0,"8,315478527"
Colombia,2017-07-31,2017-08-06,7,31,4390,0,51265841,0,"8,563206834"
Colombia,2017-08-07,2017-08-13,7,32,4278,0,51265841,0,"8,344737776"
Colombia,2017-08-14,2017-08-20,7,33,4389,0,51265841,0,"8,561256217"
Colombia,2017-08-21,2017-08-27,7,34,4234,0,51265841,0,"8,258910646"
Colombia,2017-08-28,2017-09-03,7,35,4253,0,51265841,0,"8,295972361"
Colombia,2017-09-04,2017-09-10,7,36,4256,0,51265841,0,"8,301824211"
Colombia,2017-09-11,2017-09-17,7,37,4373,0,51265841,0,"8,530046352"
Colombia,2017-09-18,2017-09-24,7,38,4387,0,51265841,0,"8,557354984"
Colombia,2017-09-25,2017-10-01,7,39,4290,0,51265841,0,"8,368145175"
Colombia,2017-10-02,2017-10-08,7,40,4317,0,51265841,0,"8,420811823"
Colombia,2017-10-09,2017-10-15,7,41,4402,0,51265841,0,"8,586614233"
Colombia,2017-10-16,2017-10-22,7,42,4454,0,51265841,0,"8,688046296"
Colombia,2017-10-23,2017-10-29,7,43,4177,0,51265841,0,"8,1477255"
Colombia,2017-10-30,2017-11-05,7,44,4310,0,51265841,0,"8,407157507"
Colombia,2017-11-06,2017-11-12,7,45,4440,0,51265841,0,"8,660737664"
Colombia,2017-11-13,2017-11-19,7,46,4239,0,51265841,0,"8,268663729"
Colombia,2017-11-20,2017-11-26,7,47,4306,0,51265841,0,"8,39935504"
Colombia,2017-11-27,2017-12-03,7,48,4409,0,51265841,0,"8,600268549"
Colombia,2017-12-04,2017-12-10,7,49,4575,0,51265841,0,"8,924070903"
Colombia,2017-12-11,2017-12-17,7,50,4491,0,51265841,0,"8,76021911"
Colombia,2017-12-18,2017-12-24,7,51,4562,0,51265841,0,"8,898712888"
Colombia,2017-12-25,2017-12-31,7,52,4589,0,51265841,0,"8,951379536"
Colombia,2018-01-01,2018-01-07,7,1,4721,0,51265841,0,"9,208860926"
Colombia,2018-01-08,2018-01-14,7,2,4465,0,51265841,0,"8,709503078"
Colombia,2018-01-15,2018-01-21,7,3,4631,0,51265841,0,"9,033305432"
Colombia,2018-01-22,2018-01-28,7,4,4644,0,51265841,0,"9,058663448"
Colombia,2018-01-29,2018-02-04,7,5,4485,0,51265841,0,"8,74851541"
Colombia,2018-02-05,2018-02-11,7,6,4407,0,51265841,0,"8,596367316"
Colombia,2018-02-12,2018-02-18,7,7,4332,0,51265841,0,"8,450071072"
Colombia,2018-02-19,2018-02-25,7,8,4254,0,51265841,0,"8,297922978"
Colombia,2018-02-26,2018-03-04,7,9,4378,0,51265841,0,"8,539799435"
Colombia,2018-03-05,2018-03-11,7,10,4505,0,51265841,0,"8,787527742"
Colombia,2018-03-12,2018-03-18,7,11,4597,0,51265841,0,"8,966984468"
Colombia,2018-03-19,2018-03-25,7,12,4453,0,51265841,0,"8,686095679"
Colombia,2018-03-26,2018-04-01,7,13,4248,0,51265841,0,"8,286219278"
Colombia,2018-04-02,2018-04-08,7,14,4382,0,51265841,0,"8,547601901"
Colombia,2018-04-09,2018-04-15,7,15,4332,0,51265841,0,"8,450071072"
Colombia,2018-04-16,2018-04-22,7,16,4349,0,51265841,0,"8,483231554"
Colombia,2018-04-23,2018-04-29,7,17,4409,0,51265841,0,"8,600268549"
Colombia,2018-04-30,2018-05-06,7,18,4538,0,51265841,0,"8,851898089"
Colombia,2018-05-07,2018-05-13,7,19,4460,0,51265841,0,"8,699749995"
Colombia,2018-05-14,2018-05-20,7,20,4721,0,51265841,0,"9,208860926"
Colombia,2018-05-21,2018-05-27,7,21,4654,0,51265841,0,"9,078169614"
Colombia,2018-05-28,2018-06-03,7,22,4749,0,51265841,0,"9,26347819"
Colombia,2018-06-04,2018-06-10,7,23,4848,0,51265841,0,"9,456589233"
Colombia,2018-06-11,2018-06-17,7,24,4803,0,51265841,0,"9,368811486"
Colombia,2018-06-18,2018-06-24,7,25,4851,0,51265841,0,"9,462441082"
Colombia,2018-06-25,2018-07-01,7,26,4868,0,51265841,0,"9,495601564"
Colombia,2018-07-02,2018-07-08,7,27,4845,0,51265841,0,"9,450737383"
Colombia,2018-07-09,2018-07-15,7,28,4782,0,51265841,0,"9,327848538"
Colombia,2018-07-16,2018-07-22,7,29,4740,0,51265841,0,"9,245922641"
Colombia,2018-07-23,2018-07-29,7,30,4518,0,51265841,0,"8,812885758"
Colombia,2018-07-30,2018-08-05,7,31,4459,0,51265841,0,"8,697799379"
Colombia,2018-08-06,2018-08-12,7,32,4607,0,51265841,0,"8,986490634"
Colombia,2018-08-13,2018-08-19,7,33,4637,0,51265841,0,"9,045009132"
Colombia,2018-08-20,2018-08-26,7,34,4498,0,51265841,0,"8,773873426"
Colombia,2018-08-27,2018-09-02,7,35,4462,0,51265841,0,"8,703651229"
Colombia,2018-09-03,2018-09-09,7,36,4452,0,51265841,0,"8,684145063"
Colombia,2018-09-10,2018-09-16,7,37,4415,0,51265841,0,"8,611972249"
Colombia,2018-09-17,2018-09-23,7,38,4437,0,51265841,0,"8,654885814"
Colombia,2018-09-24,2018-09-30,7,39,4324,0,51265841,0,"8,434466139"
Colombia,2018-10-01,2018-10-07,7,40,4293,0,51265841,0,"8,373997025"
Colombia,2018-10-08,2018-10-14,7,41,4363,0,51265841,0,"8,510540186"
Colombia,2018-10-15,2018-10-21,7,42,4345,0,51265841,0,"8,475429087"
Colombia,2018-10-22,2018-10-28,7,43,4287,0,51265841,0,"8,362293325"
Colombia,2018-10-29,2018-11-04,7,44,4421,0,51265841,0,"8,623675948"
Colombia,2018-11-05,2018-11-11,7,45,4366,0,51265841,0,"8,516392036"
Colombia,2018-11-12,2018-11-18,7,46,4519,0,51265841,0,"8,814836374"
Colombia,2018-11-19,2018-11-25,7,47,4448,0,51265841,0,"8,676342596"
Colombia,2018-11-26,2018-12-02,7,48,4636,0,51265841,0,"9,043058515"
Colombia,2018-12-03,2018-12-09,7,49,4756,0,51265841,0,"9,277132506"
Colombia,2018-12-10,2018-12-16,7,50,4763,0,51265841,0,"9,290786822"
Colombia,2018-12-17,2018-12-23,7,51,4787,0,51265841,0,"9,337601621"
Colombia,2018-12-24,2018-12-30,7,52,4984,0,51265841,0,"9,721873089"
Colombia,2018-12-31,2019-01-06,7,1,5348,0,51265841,0,"10,43189753"
Colombia,2019-01-07,2019-01-13,7,2,4713,0,51265841,0,"9,193255993"
Colombia,2019-01-14,2019-01-20,7,3,4842,0,51265841,0,"9,444885533"
Colombia,2019-01-21,2019-01-27,7,4,4606,0,51265841,0,"8,984540018"
Colombia,2019-01-28,2019-02-03,7,5,4562,0,51265841,0,"8,898712888"
Colombia,2019-02-04,2019-02-10,7,6,4497,0,51265841,0,"8,771922809"
Colombia,2019-02-11,2019-02-17,7,7,4484,0,51265841,0,"8,746564794"
Colombia,2019-02-18,2019-02-24,7,8,4494,0,51265841,0,"8,766070959"
Colombia,2019-02-25,2019-03-03,7,9,4474,0,51265841,0,"8,727058628"
Colombia,2019-03-04,2019-03-10,7,10,4440,0,51265841,0,"8,660737664"
Colombia,2019-03-11,2019-03-17,7,11,4493,0,51265841,0,"8,764120343"
Colombia,2019-03-18,2019-03-24,7,12,4520,0,51265841,0,"8,816786991"
Colombia,2019-03-25,2019-03-31,7,13,4511,0,51265841,0,"8,799231441"
Colombia,2019-04-01,2019-04-07,7,14,4474,0,51265841,0,"8,727058628"
Colombia,2019-04-08,2019-04-14,7,15,4548,0,51265841,0,"8,871404255"
Colombia,2019-04-15,2019-04-21,7,16,4420,0,51265841,0,"8,621725332"
Colombia,2019-04-22,2019-04-28,7,17,4452,0,51265841,0,"8,684145063"
Colombia,2019-04-29,2019-05-05,7,18,4677,0,51265841,0,"9,123033796"
Colombia,2019-05-06,2019-05-12,7,19,4624,0,51265841,0,"9,019651116"
Colombia,2019-05-13,2019-05-19,7,20,4448,0,51265841,0,"8,676342596"
Colombia,2019-05-20,2019-05-26,7,21,4670,0,51265841,0,"9,109379479"
Colombia,2019-05-27,2019-06-02,7,22,4570,0,51265841,0,"8,91431782"
Colombia,2019-06-03,2019-06-09,7,23,4860,0,51265841,0,"9,479996632"
Colombia,2019-06-10,2019-06-16,7,24,4753,0,51265841,0,"9,271280656"
Colombia,2019-06-17,2019-06-23,7,25,4964,0,51265841,0,"9,682860757"
Colombia,2019-06-24,2019-06-30,7,26,4807,0,51265841,0,"9,376613952"
Colombia,2019-07-01,2019-07-07,7,27,4854,0,51265841,0,"9,468292932"
Colombia,2019-07-08,2019-07-14,7,28,4887,0,51265841,0,"9,53266328"
Colombia,2019-07-15,2019-07-21,7,29,4918,0,51265841,0,"9,593132394"
Colombia,2019-07-22,2019-07-28,7,30,4672,0,51265841,0,"9,113280713"
Colombia,2019-07-29,2019-08-04,7,31,4726,0,51265841,0,"9,218614008"
Colombia,2019-08-05,2019-08-11,7,32,4742,0,51265841,0,"9,249823874"
Colombia,2019-08-12,2019-08-18,7,33,4693,0,51265841,0,"9,154243661"
Colombia,2019-08-19,2019-08-25,7,34,4912,0,51265841,0,"9,581428694"
Colombia,2019-08-26,2019-09-01,7,35,4842,0,51265841,0,"9,444885533"
Colombia,2019-09-02,2019-09-08,7,36,4717,0,51265841,0,"9,201058459"
Colombia,2019-09-09,2019-09-15,7,37,4609,0,51265841,0,"8,990391867"
Colombia,2019-09-16,2019-09-22,7,38,4648,0,51265841,0,"9,066465914"
Colombia,2019-09-23,2019-09-29,7,39,4432,0,51265841,0,"8,645132731"
